code_module,code_presentation,id_student,total_clicks,mean_clicks,active_days,first_activity_day,last_activity_day,n_activity_records,n_unique_sites,n_activity_types,engagement_span,clicks_per_active_day
BBB,2014B,159293,799,2.0971128608923886,113,-9,234,381,40,8,243,7.070796460176991
BBB,2014B,165904,963,2.1072210065645516,98,-8,234,457,83,7,242,9.826530612244898
BBB,2014B,171751,320,2.1333333333333333,42,17,220,150,25,8,203,7.619047619047619
BBB,2014B,172137,2095,3.6058519793459554,108,-4,229,581,63,7,233,19.39814814814815
BBB,2014B,183287,162,3.951219512195122,10,-3,58,41,12,7,61,16.2
BBB,2014B,185021,101,2.2444444444444445,10,2,226,45,13,6,224,10.1
BBB,2014B,186565,609,3.3461538461538463,36,-4,164,182,31,8,168,16.916666666666668
BBB,2014B,187257,315,2.1,43,-2,199,150,34,7,201,7.325581395348837
BBB,2014B,187601,1964,4.665083135391924,82,-9,224,421,80,7,233,23.951219512195124
BBB,2014B,189035,934,2.4196891191709846,106,-9,234,386,46,9,243,8.81132075471698
BBB,2014B,190352,234,1.813953488372093,38,-9,220,129,35,7,229,6.157894736842105
BBB,2014B,190565,262,2.2782608695652176,37,-8,223,115,37,7,231,7.081081081081081
BBB,2014B,201431,317,2.515873015873016,38,1,233,126,21,6,232,8.342105263157896
BBB,2014B,202394,1184,2.672686230248307,89,-5,233,443,33,7,238,13.303370786516854
BBB,2014B,206003,1064,3.5704697986577183,55,-6,228,298,47,8,234,19.345454545454544
BBB,2014B,226747,616,2.8,42,-3,200,220,45,7,203,14.666666666666666
BBB,2014B,228481,1003,2.3995215311004783,82,-9,224,418,72,8,233,12.231707317073171
BBB,2014B,228784,594,2.20817843866171,79,-9,220,269,25,7,229,7.518987341772152
BBB,2014B,228824,803,2.847517730496454,56,-3,219,282,57,7,222,14.339285714285714
BBB,2014B,231959,156,2.5161290322580645,8,108,185,62,29,7,77,19.5
BBB,2014B,232539,672,2.140127388535032,56,-9,233,314,66,7,242,12.0
BBB,2014B,233095,195,2.5,19,0,203,78,21,7,203,10.263157894736842
BBB,2014B,233102,782,2.2732558139534884,88,-9,234,344,61,8,243,8.886363636363637
BBB,2014B,235097,124,2.6956521739130435,8,-9,11,46,10,6,20,15.5
BBB,2014B,235380,370,2.740740740740741,23,1,194,135,43,9,193,16.08695652173913
BBB,2014B,235428,561,2.2991803278688523,29,1,231,244,81,7,230,19.344827586206897
BBB,2014B,236161,746,2.445901639344262,59,-9,218,305,59,9,227,12.64406779661017
BBB,2014B,238519,303,2.02,48,-9,93,150,38,7,102,6.3125
BBB,2014B,242390,137,1.8266666666666667,23,-4,128,75,17,6,132,5.956521739130435
BBB,2014B,244064,658,2.5019011406844105,54,2,233,263,42,7,231,12.185185185185185
BBB,2014B,247292,2338,3.883720930232558,148,-9,225,602,35,7,234,15.797297297297296
BBB,2014B,247513,648,2.53125,57,-9,226,256,50,7,235,11.368421052631579
BBB,2014B,250123,170,2.1794871794871793,37,-7,229,78,15,6,236,4.594594594594595
BBB,2014B,252652,241,1.9917355371900827,22,21,219,121,36,7,198,10.954545454545455
BBB,2014B,260955,456,2.017699115044248,47,-8,233,226,49,7,241,9.702127659574469
BBB,2014B,262294,93,3.1,10,-5,37,30,6,3,42,9.3
BBB,2014B,264106,155,2.246376811594203,16,4,220,69,21,7,216,9.6875
BBB,2014B,265958,120,3.6363636363636362,13,59,209,33,10,6,150,9.23076923076923
BBB,2014B,266744,35,1.8421052631578947,6,-6,119,19,4,4,125,5.833333333333333
BBB,2014B,268301,956,2.265402843601896,69,-6,230,422,97,8,236,13.855072463768115
BBB,2014B,271467,156,2.1666666666666665,14,3,207,72,16,6,204,11.142857142857142
BBB,2014B,275006,251,2.485148514851485,25,-8,60,101,14,6,68,10.04
BBB,2014B,275112,527,4.182539682539683,29,1,223,126,41,7,222,18.17241379310345
BBB,2014B,282713,652,2.728033472803347,62,-6,197,239,30,10,203,10.516129032258064
BBB,2014B,283131,386,2.2057142857142855,34,-1,168,175,43,8,169,11.352941176470589
BBB,2014B,283564,534,2.3946188340807173,58,-9,234,223,48,7,243,9.206896551724139
BBB,2014B,283978,42,2.210526315789474,4,40,117,19,5,3,77,10.5
BBB,2014B,284593,14,1.75,4,-8,1,8,4,4,9,3.5
BBB,2014B,285567,3064,2.765342960288809,130,-6,229,1108,113,8,235,23.56923076923077
BBB,2014B,286914,505,2.061224489795918,47,-1,219,245,74,7,220,10.74468085106383
BBB,2014B,288967,689,1.9033149171270718,92,1,225,362,49,7,224,7.489130434782608
BBB,2014B,289108,1834,2.5614525139664805,85,3,230,716,99,9,227,21.576470588235296
BBB,2014B,290914,146,2.0,20,-4,219,73,27,7,223,7.3
BBB,2014B,291844,722,3.0083333333333333,61,-9,220,240,51,8,229,11.836065573770492
BBB,2014B,291848,134,1.9420289855072463,14,-7,117,69,27,7,124,9.571428571428571
BBB,2014B,293992,451,2.652941176470588,44,2,234,170,35,7,232,10.25
BBB,2014B,294513,1925,3.2083333333333335,114,-5,231,600,26,8,236,16.885964912280702
BBB,2014B,295728,296,2.8461538461538463,29,-9,219,104,27,7,228,10.206896551724139
BBB,2014B,296232,620,2.412451361867704,56,-5,221,257,27,7,226,11.071428571428571
BBB,2014B,297179,828,3.4356846473029043,26,-9,73,241,78,8,82,31.846153846153847
BBB,2014B,299027,24,1.5,3,-7,23,16,11,4,30,8.0
BBB,2014B,304607,238,1.6413793103448275,55,-6,143,145,12,5,149,4.327272727272727
BBB,2014B,305373,320,2.5196850393700787,32,1,180,127,26,7,179,10.0
BBB,2014B,307386,230,2.738095238095238,33,-8,228,84,21,7,236,6.96969696969697
BBB,2014B,308345,479,4.435185185185185,21,1,95,108,16,8,94,22.80952380952381
BBB,2014B,311599,331,2.0949367088607596,43,-9,234,158,42,7,243,7.6976744186046515
BBB,2014B,311889,266,2.375,18,-6,208,112,30,8,214,14.777777777777779
BBB,2014B,313246,183,2.6911764705882355,22,4,219,68,23,7,215,8.318181818181818
BBB,2014B,318500,492,3.1337579617834397,42,-4,217,157,37,7,221,11.714285714285714
BBB,2014B,318876,657,2.389090909090909,49,-6,219,275,53,8,225,13.408163265306122
BBB,2014B,319606,191,2.146067415730337,15,-6,208,89,26,7,214,12.733333333333333
BBB,2014B,320363,150,2.5,8,15,194,60,23,7,179,18.75
BBB,2014B,321121,339,2.1455696202531644,34,-8,202,158,40,7,210,9.970588235294118
BBB,2014B,321346,596,2.6968325791855206,37,1,210,221,46,7,209,16.10810810810811
BBB,2014B,322325,211,2.1752577319587627,32,-7,133,97,21,7,140,6.59375
BBB,2014B,322509,950,2.3114355231143553,108,-9,230,411,34,7,239,8.796296296296296
BBB,2014B,324907,587,2.48728813559322,52,-9,227,236,37,7,236,11.288461538461538
BBB,2014B,325080,1468,3.1367521367521367,95,-8,226,468,62,7,234,15.452631578947368
BBB,2014B,325308,121,2.42,11,-9,210,50,29,6,219,11.0
BBB,2014B,327003,1867,4.351981351981352,89,-4,229,429,40,9,233,20.97752808988764
BBB,2014B,327641,141,2.1044776119402986,16,-7,230,67,16,6,237,8.8125
BBB,2014B,331156,37,1.0277777777777777,16,-8,219,36,14,5,227,2.3125
BBB,2014B,334023,338,2.380281690140845,35,-6,201,142,45,8,207,9.657142857142857
BBB,2014B,334565,3816,4.457943925233645,210,-5,234,856,49,8,239,18.17142857142857
BBB,2014B,334981,221,3.3484848484848486,10,47,209,66,22,7,162,22.1
BBB,2014B,336356,622,2.5702479338842976,63,-9,203,242,44,7,212,9.873015873015873
BBB,2014B,338168,312,2.345864661654135,28,-5,170,133,35,9,175,11.142857142857142
BBB,2014B,339381,560,2.0437956204379564,56,-1,234,274,59,8,235,10.0
BBB,2014B,340831,435,2.289473684210526,69,11,220,190,46,7,209,6.304347826086956
BBB,2014B,342017,219,2.6707317073170733,27,-4,196,82,14,7,200,8.11111111111111
BBB,2014B,347864,201,2.0721649484536084,33,-9,163,97,13,6,172,6.090909090909091
BBB,2014B,348771,182,1.7333333333333334,15,9,220,105,56,6,211,12.133333333333333
BBB,2014B,349258,32,2.2857142857142856,3,0,16,14,6,4,16,10.666666666666666
BBB,2014B,352009,16,1.2307692307692308,5,-8,4,13,6,5,12,3.2
BBB,2014B,352953,27,1.35,8,3,26,20,8,4,23,3.375
BBB,2014B,354121,18,2.5714285714285716,1,-2,-2,7,7,5,0,18.0
BBB,2014B,354984,1056,3.911111111111111,64,-9,227,270,45,7,236,16.5
BBB,2014B,355147,638,2.0714285714285716,86,-3,217,308,45,7,220,7.4186046511627906
BBB,2014B,355369,9,3.0,2,-2,-1,3,2,2,1,4.5
BBB,2014B,355643,294,2.4098360655737703,27,-4,234,122,25,7,238,10.88888888888889
BBB,2014B,356386,304,2.4918032786885247,23,2,115,122,28,7,113,13.217391304347826
BBB,2014B,358054,325,2.73109243697479,22,-9,98,119,21,8,107,14.772727272727273
BBB,2014B,358956,804,2.227146814404432,96,-9,234,361,59,7,243,8.375
BBB,2014B,359438,177,2.492957746478873,19,-6,222,71,15,7,228,9.31578947368421
BBB,2014B,360190,54,1.8620689655172413,8,-3,164,29,9,5,167,6.75
BBB,2014B,363110,214,1.7258064516129032,26,7,219,124,37,8,212,8.23076923076923
BBB,2014B,363396,553,1.7724358974358974,75,-5,217,312,45,7,222,7.373333333333333
BBB,2014B,365111,334,2.511278195488722,24,-9,198,133,26,8,207,13.916666666666666
BBB,2014B,365488,14,1.5555555555555556,4,11,40,9,6,4,29,3.5
BBB,2014B,366936,737,6.464912280701754,22,-1,115,114,24,7,116,33.5
BBB,2014B,367535,560,2.051282051282051,81,9,234,273,41,7,225,6.91358024691358
BBB,2014B,369715,842,3.2635658914728682,52,-9,231,258,39,8,240,16.192307692307693
BBB,2014B,370008,858,3.5601659751037342,54,-6,199,241,20,6,205,15.88888888888889
BBB,2014B,372997,928,3.042622950819672,57,-7,220,305,46,8,227,16.280701754385966
BBB,2014B,374515,111,2.2653061224489797,13,0,107,49,12,6,107,8.538461538461538
BBB,2014B,374747,298,2.6140350877192984,23,-5,226,114,20,7,231,12.956521739130435
BBB,2014B,375711,25,1.6666666666666667,5,-1,21,15,7,5,22,5.0
BBB,2014B,375717,872,2.247422680412371,81,-9,232,388,57,8,241,10.765432098765432
BBB,2014B,376868,21,3.5,2,13,16,6,5,4,3,10.5
BBB,2014B,377469,290,1.9727891156462585,37,-1,227,147,25,7,228,7.837837837837838
BBB,2014B,380184,395,2.5,24,-2,216,158,43,7,218,16.458333333333332
BBB,2014B,380204,1140,2.544642857142857,70,-9,228,448,110,8,237,16.285714285714285
BBB,2014B,381533,1798,3.5816733067729083,101,-9,218,502,45,8,227,17.801980198019802
BBB,2014B,381544,618,2.395348837209302,31,-7,219,258,78,8,226,19.93548387096774
BBB,2014B,381909,1756,3.561866125760649,78,2,222,493,60,9,220,22.512820512820515
BBB,2014B,381917,2522,2.814732142857143,179,-9,230,896,57,8,239,14.089385474860336
BBB,2014B,382877,42,1.68,2,-9,-8,25,20,8,1,21.0
BBB,2014B,383241,1882,2.4346701164294955,99,0,227,773,163,9,227,19.01010101010101
BBB,2014B,383967,269,2.3596491228070176,25,2,197,114,39,7,195,10.76
BBB,2014B,384636,434,2.2842105263157895,43,-8,117,190,38,7,125,10.093023255813954
BBB,2014B,384884,1192,3.5162241887905603,83,-9,234,339,52,8,243,14.36144578313253
BBB,2014B,386374,18,3.0,4,-2,11,6,2,2,13,4.5
BBB,2014B,389249,411,2.777027027027027,48,-9,228,148,27,8,237,8.5625
BBB,2014B,391153,1077,2.9346049046321525,58,-4,221,367,69,8,225,18.56896551724138
BBB,2014B,392604,1288,2.341818181818182,113,-9,221,550,88,9,230,11.398230088495575
BBB,2014B,392733,116,2.0714285714285716,14,-3,83,56,9,3,86,8.285714285714286
BBB,2014B,393131,111,2.018181818181818,11,12,81,55,19,7,69,10.090909090909092
BBB,2014B,394067,304,2.040268456375839,56,-9,232,149,32,7,241,5.428571428571429
BBB,2014B,394331,839,2.3435754189944134,82,0,217,358,63,7,217,10.231707317073171
BBB,2014B,394480,42,1.9090909090909092,3,2,12,22,14,4,10,14.0
BBB,2014B,394520,395,2.101063829787234,38,-4,230,188,40,8,234,10.394736842105264
BBB,2014B,395374,507,2.0609756097560976,97,-9,229,246,37,7,238,5.22680412371134
BBB,2014B,396456,696,2.36734693877551,77,1,232,294,41,7,231,9.03896103896104
BBB,2014B,396799,919,2.1985645933014353,93,-9,234,418,75,7,243,9.881720430107526
BBB,2014B,397312,847,3.2452107279693485,53,5,169,261,42,8,164,15.981132075471699
BBB,2014B,397747,1551,3.089641434262948,85,3,233,502,50,10,230,18.24705882352941
BBB,2014B,397829,548,2.6346153846153846,50,-9,226,208,31,7,235,10.96
BBB,2014B,401441,292,4.055555555555555,14,-5,60,72,19,8,65,20.857142857142858
BBB,2014B,405268,199,1.9702970297029703,33,26,232,101,33,7,206,6.03030303030303
BBB,2014B,406600,313,2.5447154471544717,30,2,220,123,22,7,218,10.433333333333334
BBB,2014B,406974,200,1.6528925619834711,30,-9,136,121,31,7,145,6.666666666666667
BBB,2014B,407545,172,2.072289156626506,24,-7,210,83,26,6,217,7.166666666666667
BBB,2014B,408469,229,3.0945945945945947,16,-9,23,74,19,7,32,14.3125
BBB,2014B,408581,762,2.4901960784313726,52,-9,219,306,89,8,228,14.653846153846153
BBB,2014B,411895,24,1.6,4,12,43,15,6,4,31,6.0
BBB,2014B,417263,868,2.9523809523809526,79,-9,234,294,39,7,243,10.987341772151899
BBB,2014B,417684,806,2.28328611898017,76,-8,219,353,69,7,227,10.605263157894736
BBB,2014B,420663,251,1.992063492063492,33,-4,220,126,29,7,224,7.606060606060606
BBB,2014B,421326,83,2.59375,9,-9,193,32,9,6,202,9.222222222222221
BBB,2014B,421992,719,3.907608695652174,30,-5,136,184,26,7,141,23.966666666666665
BBB,2014B,423652,307,2.0065359477124183,43,1,218,153,23,8,217,7.1395348837209305
BBB,2014B,424014,1084,3.1149425287356323,73,15,226,348,45,8,211,14.849315068493151
BBB,2014B,424863,64,2.1333333333333333,6,-9,70,30,18,7,79,10.666666666666666
BBB,2014B,429099,705,2.1107784431137726,61,-9,231,334,61,8,240,11.557377049180328
BBB,2014B,429417,745,1.9102564102564104,95,-4,234,390,79,8,238,7.842105263157895
BBB,2014B,429777,38,1.6521739130434783,7,-9,78,23,9,6,87,5.428571428571429
BBB,2014B,430002,50,3.125,4,-5,222,16,11,4,227,12.5
BBB,2014B,432480,151,2.2205882352941178,24,3,220,68,13,6,217,6.291666666666667
BBB,2014B,435057,78,1.5294117647058822,4,-5,5,51,37,7,10,19.5
BBB,2014B,435282,710,2.526690391459075,66,-9,129,281,38,7,138,10.757575757575758
BBB,2014B,437171,1079,3.514657980456026,58,-6,232,307,47,8,238,18.603448275862068
BBB,2014B,437565,1239,2.8352402745995424,101,-5,227,437,49,7,232,12.267326732673267
BBB,2014B,438775,24,1.263157894736842,7,-2,32,19,12,7,34,3.4285714285714284
BBB,2014B,439109,237,2.2788461538461537,23,1,158,104,24,8,157,10.304347826086957
BBB,2014B,439710,631,2.035483870967742,94,-5,210,310,72,7,215,6.712765957446808
BBB,2014B,440075,11,1.8333333333333333,2,7,12,6,5,3,5,5.5
BBB,2014B,442497,187,2.3974358974358974,15,4,149,78,26,6,145,12.466666666666667
BBB,2014B,444221,877,3.39922480620155,43,-9,79,258,32,8,88,20.3953488372093
BBB,2014B,444561,1355,2.181964573268921,154,-8,234,621,48,8,242,8.7987012987013
BBB,2014B,444858,646,3.312820512820513,33,-6,216,195,45,8,222,19.575757575757574
BBB,2014B,444872,486,2.417910447761194,47,-9,228,201,32,7,237,10.340425531914894
BBB,2014B,445136,75,2.5,6,-9,43,30,15,7,52,12.5
BBB,2014B,445415,502,1.792857142857143,82,-9,226,280,49,8,235,6.121951219512195
BBB,2014B,445494,388,2.1555555555555554,50,-4,217,180,25,7,221,7.76
BBB,2014B,446296,124,2.2545454545454544,13,-7,222,55,15,7,229,9.538461538461538
BBB,2014B,446650,818,1.933806146572104,95,-2,233,423,86,7,235,8.610526315789473
BBB,2014B,446755,816,2.217391304347826,64,-2,229,368,39,8,231,12.75
BBB,2014B,447184,749,2.8264150943396227,51,-6,224,265,49,8,230,14.686274509803921
BBB,2014B,447265,162,1.8837209302325582,15,-8,218,86,30,7,226,10.8
BBB,2014B,447292,228,2.235294117647059,17,4,81,102,29,8,77,13.411764705882353
BBB,2014B,465369,210,2.6923076923076925,14,-5,202,78,25,7,207,15.0
BBB,2014B,466248,26,1.4444444444444444,2,-5,-1,18,11,6,4,13.0
BBB,2014B,466377,550,3.459119496855346,42,-9,116,159,22,6,125,13.095238095238095
BBB,2014B,466856,200,1.6,52,-6,219,125,19,7,225,3.8461538461538463
BBB,2014B,467100,1400,2.978723404255319,98,-9,207,470,55,8,216,14.285714285714286
BBB,2014B,467303,493,2.1911111111111112,50,0,223,225,36,9,223,9.86
BBB,2014B,467580,858,2.7151898734177213,72,-9,227,316,67,7,236,11.916666666666666
BBB,2014B,468349,122,2.489795918367347,14,-8,118,49,13,6,126,8.714285714285714
BBB,2014B,468529,119,1.75,24,-1,159,68,16,6,160,4.958333333333333
BBB,2014B,469177,232,2.297029702970297,29,6,193,101,25,8,187,8.0
BBB,2014B,469664,13,1.625,1,22,22,8,6,5,0,13.0
BBB,2014B,470113,487,2.4472361809045227,42,12,218,199,47,7,206,11.595238095238095
BBB,2014B,470331,2406,3.199468085106383,100,-7,217,752,82,10,224,24.06
BBB,2014B,470693,3262,3.5264864864864864,158,-9,232,925,69,8,241,20.645569620253166
BBB,2014B,471157,2,1.0,1,5,5,2,2,2,0,2.0
BBB,2014B,471925,713,2.4756944444444446,80,-4,234,288,65,7,238,8.9125
BBB,2014B,473095,290,2.1323529411764706,47,2,204,136,29,6,202,6.170212765957447
BBB,2014B,473509,1275,4.811320754716981,42,-9,39,265,26,7,48,30.357142857142858
BBB,2014B,474607,125,2.232142857142857,9,-4,174,56,24,6,178,13.88888888888889
BBB,2014B,475631,18,4.5,1,-5,-5,4,4,4,0,18.0
BBB,2014B,475981,90,1.9148936170212767,15,2,215,47,14,6,213,6.0
BBB,2014B,476037,504,2.88,20,7,219,175,66,8,212,25.2
BBB,2014B,477779,317,1.8114285714285714,40,-3,226,175,76,7,229,7.925
BBB,2014B,478242,229,2.0265486725663715,32,-2,224,113,26,7,226,7.15625
BBB,2014B,478317,644,2.672199170124481,49,-9,225,241,33,7,234,13.142857142857142
BBB,2014B,479738,453,2.7454545454545456,43,-6,208,165,30,7,214,10.534883720930232
BBB,2014B,480372,131,1.7945205479452055,22,-9,218,73,17,6,227,5.954545454545454
BBB,2014B,481150,436,2.369565217391304,46,-8,219,184,37,8,227,9.478260869565217
BBB,2014B,481947,71,2.4482758620689653,7,-3,24,29,12,6,27,10.142857142857142
BBB,2014B,483031,510,1.895910780669145,61,-9,220,269,77,7,229,8.360655737704919
BBB,2014B,483468,611,2.1514084507042255,69,-2,230,284,33,7,232,8.855072463768115
BBB,2014B,483485,369,2.2228915662650603,38,-9,200,166,52,8,209,9.710526315789474
BBB,2014B,483921,456,3.1448275862068966,26,-9,53,145,27,7,62,17.53846153846154
BBB,2014B,484983,3233,4.93587786259542,74,-7,159,655,33,8,166,43.689189189189186
BBB,2014B,485180,665,2.2240802675585285,76,-8,215,299,43,7,223,8.75
BBB,2014B,485262,6763,6.936410256410256,179,-9,221,975,39,8,230,37.78212290502793
BBB,2014B,485675,271,3.044943820224719,15,-8,193,89,35,6,201,18.066666666666666
BBB,2014B,485980,994,1.756183745583039,102,-9,226,566,108,8,235,9.745098039215685
BBB,2014B,486994,2451,3.3621399176954734,163,-9,229,729,42,7,238,15.036809815950921
BBB,2014B,487002,1424,2.7650485436893204,84,-9,230,515,96,9,239,16.952380952380953
BBB,2014B,487543,506,2.2488888888888887,64,-9,183,225,64,7,192,7.90625
BBB,2014B,489198,141,3.710526315789474,9,-9,48,38,12,6,57,15.666666666666666
BBB,2014B,490391,356,2.389261744966443,37,-6,219,149,32,7,225,9.621621621621621
BBB,2014B,492895,1759,4.98300283286119,57,-9,97,353,47,7,106,30.859649122807017
BBB,2014B,492928,100,1.9230769230769231,9,-4,193,52,14,6,197,11.11111111111111
BBB,2014B,493559,225,1.9067796610169492,22,4,220,118,41,8,216,10.227272727272727
BBB,2014B,494896,340,1.7525773195876289,37,-2,220,194,69,8,222,9.18918918918919
BBB,2014B,494948,5,1.6666666666666667,1,-6,-6,3,3,3,0,5.0
BBB,2014B,495324,88,1.9130434782608696,10,2,44,46,17,7,42,8.8
BBB,2014B,495876,16,2.2857142857142856,1,44,44,7,2,2,0,16.0
BBB,2014B,497872,36,2.0,4,-6,37,18,14,5,43,9.0
BBB,2014B,500279,117,2.7857142857142856,7,-9,14,42,22,7,23,16.714285714285715
BBB,2014B,500395,21,3.0,1,44,44,7,2,2,0,21.0
BBB,2014B,501095,783,2.517684887459807,89,1,230,311,44,7,229,8.797752808988765
BBB,2014B,504352,745,2.5601374570446733,49,8,227,291,62,7,219,15.204081632653061
BBB,2014B,504393,57,2.590909090909091,3,-3,2,22,11,6,5,19.0
BBB,2014B,504967,94,2.473684210526316,7,2,87,38,16,6,85,13.428571428571429
BBB,2014B,505151,182,2.116279069767442,30,3,185,86,15,6,182,6.066666666666666
BBB,2014B,505248,10,2.5,1,11,11,4,3,3,0,10.0
BBB,2014B,505899,860,2.5219941348973607,59,-9,224,341,57,9,233,14.576271186440678
BBB,2014B,506622,1620,3.576158940397351,87,-3,227,453,47,8,230,18.620689655172413
BBB,2014B,506650,12,2.0,5,-6,185,6,2,2,191,2.4
BBB,2014B,507009,115,3.2857142857142856,5,-7,32,35,19,7,39,23.0
BBB,2014B,507983,185,2.3417721518987342,12,-1,116,79,21,5,117,15.416666666666666
BBB,2014B,508100,765,1.7346938775510203,90,-5,222,441,84,7,227,8.5
BBB,2014B,508400,984,3.501779359430605,37,-5,219,281,67,7,224,26.594594594594593
BBB,2014B,508470,431,1.9241071428571428,41,6,213,224,67,9,207,10.512195121951219
BBB,2014B,508940,353,2.2628205128205128,23,31,220,156,50,8,189,15.347826086956522
BBB,2014B,509696,356,2.282051282051282,62,-4,224,156,32,7,228,5.741935483870968
BBB,2014B,510141,5,2.5,1,-6,-6,2,2,2,0,5.0
BBB,2014B,511506,1076,2.7519181585677748,93,-9,205,391,40,9,214,11.56989247311828
BBB,2014B,511901,190,2.021276595744681,24,-5,203,94,25,7,208,7.916666666666667
BBB,2014B,512118,129,2.58,11,0,70,50,17,7,70,11.727272727272727
BBB,2014B,513077,1215,2.3455598455598454,98,2,234,518,97,7,232,12.39795918367347
BBB,2014B,514031,1157,3.127027027027027,61,-6,228,370,52,8,234,18.9672131147541
BBB,2014B,515648,68,2.193548387096774,6,-9,38,31,14,6,47,11.333333333333334
BBB,2014B,516601,183,2.259259259259259,24,-1,210,81,17,7,211,7.625
BBB,2014B,517679,578,2.2936507936507935,51,-6,219,252,56,7,225,11.333333333333334
BBB,2014B,518711,19,3.1666666666666665,2,10,12,6,3,2,2,9.5
BBB,2014B,519078,401,2.7655172413793103,54,-8,221,145,41,7,229,7.425925925925926
BBB,2014B,519084,22,2.75,3,19,24,8,3,3,5,7.333333333333333
BBB,2014B,519859,1085,1.8674698795180722,151,-4,231,581,91,7,235,7.185430463576159
BBB,2014B,521671,7,1.4,1,17,17,5,5,4,0,7.0
BBB,2014B,521957,94,2.35,11,28,140,40,11,5,112,8.545454545454545
BBB,2014B,522087,389,2.261627906976744,34,-9,219,172,44,7,228,11.441176470588236
BBB,2014B,523021,383,2.6971830985915495,35,-9,124,142,20,7,133,10.942857142857143
BBB,2014B,523247,909,2.7134328358208957,66,-9,229,335,50,7,238,13.772727272727273
BBB,2014B,524290,811,2.221917808219178,117,-9,234,365,45,7,243,6.931623931623932
BBB,2014B,525027,129,2.3454545454545452,12,-3,44,55,28,6,47,10.75
BBB,2014B,525942,103,2.019607843137255,15,8,219,51,16,5,211,6.866666666666666
BBB,2014B,526285,290,2.457627118644068,30,-2,193,118,29,7,195,9.666666666666666
BBB,2014B,529438,188,2.065934065934066,20,5,219,91,29,7,214,9.4
BBB,2014B,531755,242,2.2616822429906542,21,20,221,107,36,7,201,11.523809523809524
BBB,2014B,532274,325,2.338129496402878,28,-8,188,139,47,7,196,11.607142857142858
BBB,2014B,532468,6,1.5,2,-4,9,4,3,3,13,3.0
BBB,2014B,532617,257,2.1965811965811968,34,-9,217,117,28,7,226,7.5588235294117645
BBB,2014B,533077,1035,2.899159663865546,69,-9,156,357,23,8,165,15.0
BBB,2014B,533210,908,2.6472303206997085,56,-5,219,343,36,7,224,16.214285714285715
BBB,2014B,533527,246,2.46,23,-6,193,100,20,7,199,10.695652173913043
BBB,2014B,534143,81,1.8409090909090908,10,10,116,44,15,6,106,8.1
BBB,2014B,534163,242,2.0,41,-9,202,121,20,6,211,5.902439024390244
BBB,2014B,535077,1562,3.1115537848605577,70,-3,221,502,74,7,224,22.314285714285713
BBB,2014B,535462,38,2.7142857142857144,5,-4,39,14,6,5,43,7.6
BBB,2014B,535506,598,2.282442748091603,76,-9,234,262,41,9,243,7.868421052631579
BBB,2014B,535548,373,2.762962962962963,35,-5,219,135,33,7,224,10.657142857142857
BBB,2014B,536286,1103,2.5473441108545036,89,-9,225,433,52,9,234,12.393258426966293
BBB,2014B,536629,313,3.0096153846153846,22,0,199,104,24,7,199,14.227272727272727
BBB,2014B,536805,264,2.1639344262295084,39,-5,228,122,29,8,233,6.769230769230769
BBB,2014B,537077,179,2.418918918918919,14,3,219,74,30,8,216,12.785714285714286
BBB,2014B,537171,551,2.796954314720812,58,-9,222,197,34,7,231,9.5
BBB,2014B,537373,1453,3.2146017699115044,104,2,226,452,39,7,224,13.971153846153847
BBB,2014B,537605,37,2.466666666666667,4,-6,11,15,9,6,17,9.25
BBB,2014B,537698,899,2.043181818181818,72,-9,226,440,134,8,235,12.48611111111111
BBB,2014B,538196,34,2.8333333333333335,4,5,40,12,2,2,35,8.5
BBB,2014B,539675,116,1.8412698412698412,24,-9,153,63,18,6,162,4.833333333333333
BBB,2014B,539894,282,2.0583941605839415,41,-9,219,137,35,7,228,6.878048780487805
BBB,2014B,540558,2436,3.75346687211094,90,8,232,649,65,9,224,27.066666666666666
BBB,2014B,541769,1109,4.679324894514768,51,-9,229,237,34,7,238,21.745098039215687
BBB,2014B,542466,556,3.177142857142857,30,-6,225,175,35,8,231,18.533333333333335
BBB,2014B,542547,188,2.41025641025641,23,-8,217,78,14,6,225,8.173913043478262
BBB,2014B,543963,15,1.6666666666666667,3,7,53,9,6,5,46,5.0
BBB,2014B,544050,4,1.3333333333333333,1,22,22,3,3,3,0,4.0
BBB,2014B,544430,66,2.0,3,0,100,33,25,6,100,22.0
BBB,2014B,545146,231,2.2211538461538463,34,-8,215,104,27,7,223,6.794117647058823
BBB,2014B,545196,1577,3.141434262948207,85,-9,234,502,61,8,243,18.55294117647059
BBB,2014B,545223,39,1.5,5,6,153,26,17,5,147,7.8
BBB,2014B,545254,306,2.3181818181818183,30,-8,233,132,31,7,241,10.2
BBB,2014B,546202,488,2.9575757575757575,41,-8,214,165,24,8,222,11.902439024390244
BBB,2014B,546302,12,1.5,4,12,59,8,4,4,47,3.0
BBB,2014B,547018,464,2.7455621301775146,25,-6,81,169,26,8,87,18.56
BBB,2014B,547487,406,2.4606060606060605,27,-9,218,165,45,8,227,15.037037037037036
BBB,2014B,547556,268,2.19672131147541,32,5,225,122,39,7,220,8.375
BBB,2014B,548296,55,1.7741935483870968,6,-4,39,31,15,7,43,9.166666666666666
BBB,2014B,548445,279,2.268292682926829,25,-4,219,123,38,8,223,11.16
BBB,2014B,548844,205,2.0707070707070705,30,0,73,99,20,8,73,6.833333333333333
