code_module,code_presentation,id_student,mean_score,max_score,min_score,std_score,n_assessments_submitted,total_weighted_score,mean_submission_date,late_submissions
BBB,2014J,689228,73.33333333333333,100.0,59.0,23.115651263447745,3,18.1,60.333333333333336,0
BBB,2014J,689230,81.6,100.0,72.0,11.502173707608488,5,74.85,105.8,0
BBB,2014J,689265,76.8,100.0,68.0,13.21741275741966,5,72.05,104.8,0
BBB,2014J,689267,67.2,100.0,50.0,19.110206696946005,5,61.099999999999994,109.8,0
BBB,2014J,689274,71.0,100.0,60.0,16.673332000533065,5,63.5,105.0,0
BBB,2014J,689287,64.0,88.0,1.0,36.173194495371845,5,81.6,103.2,0
BBB,2014J,689329,55.0,60.0,50.0,7.0710678118654755,2,17.0,85.5,0
BBB,2014J,689333,55.25,65.0,45.0,8.421203397773185,4,53.1,135.0,0
BBB,2014J,689397,57.8,100.0,44.0,24.014578905323326,5,46.9,109.2,0
BBB,2014J,689406,51.0,72.0,1.0,33.67491648096547,4,44.4,79.0,0
BBB,2014J,689487,91.0,100.0,82.0,12.727922061357855,2,8.2,21.0,0
BBB,2014J,689493,82.66666666666667,100.0,59.0,21.221058723196006,3,23.700000000000003,60.0,0
BBB,2014J,689563,76.4,100.0,70.0,13.202272531651511,5,70.45,106.4,0
BBB,2014J,689662,65.8,100.0,51.0,19.92987706936498,5,54.95,104.2,0
BBB,2014J,689665,89.8,100.0,85.0,6.016643582596529,5,87.7,105.0,0
BBB,2014J,689727,69.2,100.0,60.0,17.340703561274555,5,61.35,108.0,0
BBB,2014J,689768,71.2,100.0,45.0,20.042454939452902,5,68.45,113.6,0
BBB,2014J,689775,81.0,100.0,62.0,26.870057685088806,2,6.2,52.5,0
BBB,2014J,689808,85.0,100.0,70.0,21.213203435596427,2,7.0,38.5,0
BBB,2014J,689828,60.0,85.0,1.0,34.14674215792775,5,74.1,116.0,0
BBB,2014J,689896,47.0,75.0,1.0,40.149719799769464,3,20.5,56.333333333333336,0
BBB,2014J,689925,64.66666666666667,100.0,46.0,30.61590000854676,3,14.0,60.333333333333336,0
BBB,2014J,689936,63.2,86.0,1.0,35.60477496067065,5,77.5,107.6,0
BBB,2014J,689975,68.0,100.0,60.0,17.888543819998315,5,60.0,106.4,0
BBB,2014J,690003,70.4,100.0,50.0,24.965976848503242,5,67.15,110.4,0
BBB,2014J,690089,77.4,100.0,67.0,13.408952233489387,5,70.25,106.0,0
BBB,2014J,690116,64.6,100.0,45.0,20.75572210259137,5,54.55,108.2,0
BBB,2014J,690211,58.0,75.0,1.0,31.984371183438952,5,72.65,107.2,0
BBB,2014J,690318,73.4,100.0,60.0,15.962455951387934,5,64.55,105.8,0
BBB,2014J,690319,68.6,100.0,55.0,18.433664855367205,5,62.3,100.4,0
BBB,2014J,690359,68.6,88.0,1.0,37.81930723849923,5,85.1,105.2,0
BBB,2014J,690366,57.5,84.0,1.0,38.54434675366372,4,49.4,80.5,0
BBB,2014J,690384,56.4,85.0,1.0,32.62361108154644,5,66.0,102.8,0
BBB,2014J,690430,28.0,55.0,1.0,38.18376618407357,2,5.5,35.0,0
BBB,2014J,690469,53.0,69.0,1.0,29.231831964486933,5,65.55,106.4,0
BBB,2014J,690548,100.0,100.0,100.0,0.0,1,0.0,15.0,0
BBB,2014J,690554,1.0,1.0,1.0,0.0,1,0.0,11.0,0
BBB,2014J,690766,66.6,100.0,50.0,19.53970317072396,5,56.0,105.4,0
BBB,2014J,690767,66.25,100.0,50.0,22.86737122335374,4,35.0,76.75,0
BBB,2014J,690902,81.2,100.0,60.0,16.037456157383563,5,80.6,103.0,0
BBB,2014J,690940,100.0,100.0,100.0,0.0,1,0.0,16.0,0
BBB,2014J,690967,72.0,100.0,59.0,16.59819267269783,5,65.75,107.2,0
BBB,2014J,691006,75.0,100.0,60.0,21.79449471770337,3,18.5,56.666666666666664,0
BBB,2014J,691026,53.6,75.0,1.0,30.09651142574501,5,69.0,104.8,0
BBB,2014J,691028,100.0,100.0,100.0,0.0,1,0.0,22.0,0
BBB,2014J,691094,74.8,100.0,56.0,16.60421633200435,5,66.4,106.0,0
BBB,2014J,691106,55.4,80.0,1.0,31.1656862590895,5,71.05,106.4,0
BBB,2014J,691122,75.0,100.0,60.0,15.066519173319364,5,71.05,106.4,0
BBB,2014J,691286,100.0,100.0,100.0,0.0,1,0.0,8.0,0
BBB,2014J,691312,69.0,100.0,50.0,19.493588689617926,5,59.5,107.2,0
BBB,2014J,691343,100.0,100.0,100.0,0.0,1,0.0,19.0,0
BBB,2014J,691353,81.0,100.0,62.0,26.870057685088806,2,6.2,34.5,0
BBB,2014J,691411,30.5,60.0,1.0,41.71930009000631,2,6.0,39.0,0
BBB,2014J,691413,65.8,89.0,1.0,36.67015134956495,5,84.35,100.4,0
BBB,2014J,691514,71.2,100.0,58.0,16.649324310613927,5,63.9,106.2,0
BBB,2014J,691683,70.4,100.0,57.0,17.03819239238717,5,64.65,106.0,0
BBB,2014J,691717,79.0,100.0,68.0,12.884098726725126,5,72.9,106.2,0
BBB,2014J,691835,61.8,90.0,1.0,35.09558376776201,5,74.3,107.8,0
BBB,2014J,691851,84.2,100.0,68.0,11.670475568716125,5,81.65,107.0,0
BBB,2014J,691856,68.6,100.0,55.0,18.54184456843493,5,58.25,115.2,0
BBB,2014J,691869,72.6,100.0,55.0,16.54690303349844,5,66.8,110.8,0
BBB,2014J,691907,80.2,100.0,62.0,14.007141035914502,5,73.0,100.6,0
BBB,2014J,691997,63.6,100.0,50.0,20.767763480933617,5,54.4,104.0,0
BBB,2014J,692164,55.2,72.0,1.0,30.44174765022534,5,68.4,106.0,0
BBB,2014J,692175,52.4,73.0,1.0,29.26260412198477,5,66.15,105.0,0
BBB,2014J,692181,56.2,74.0,1.0,30.954805765825764,5,70.3,106.4,0
BBB,2014J,692196,59.4,76.0,1.0,32.67720918316006,5,74.5,100.2,0
BBB,2014J,692207,55.2,72.0,0.0,30.938648968563577,5,68.9,105.4,0
BBB,2014J,692215,87.6,100.0,74.0,10.13903348450926,5,86.7,105.0,0
BBB,2014J,692355,88.6,100.0,79.0,8.792041856133304,5,84.45,104.6,0
BBB,2014J,692384,35.666666666666664,62.0,1.0,31.342197327777345,3,15.0,56.333333333333336,0
BBB,2014J,692473,60.4,75.0,53.0,8.792041856133306,5,58.0,104.4,0
BBB,2014J,692474,67.66666666666667,100.0,51.0,28.005951748393294,3,15.399999999999999,56.666666666666664,0
BBB,2014J,692479,50.5,100.0,1.0,70.0035713374682,2,10.0,39.0,0
BBB,2014J,692484,61.8,86.0,1.0,34.47027705139603,5,75.5,96.0,0
BBB,2014J,692496,84.5,100.0,69.0,21.920310216782973,2,13.8,66.5,0
BBB,2014J,692502,75.8,100.0,62.0,14.359665734271115,5,69.6,106.4,0
BBB,2014J,692518,62.6,100.0,44.0,21.72095762161512,5,52.95,104.2,0
BBB,2014J,692521,37.0,54.0,1.0,24.34474618201362,4,44.849999999999994,120.5,0
BBB,2014J,692522,70.0,75.0,65.0,3.605551275463989,5,69.65,106.2,0
BBB,2014J,692525,63.6,100.0,48.0,20.767763480933617,5,53.0,107.2,0
BBB,2014J,692544,38.2,60.0,1.0,22.387496510329154,5,44.0,107.6,0
BBB,2014J,692553,87.66666666666667,100.0,73.0,13.650396819628849,3,23.6,50.666666666666664,0
BBB,2014J,692572,68.6,92.0,1.0,38.3575285960918,5,87.15,105.0,0
BBB,2014J,692609,88.2,100.0,80.0,7.791020472312984,5,83.55,102.0,0
BBB,2014J,692629,100.0,100.0,100.0,0.0,1,0.0,17.0,0
BBB,2014J,692647,77.5,100.0,55.0,31.81980515339464,2,5.5,42.5,0
BBB,2014J,692805,68.2,92.0,1.0,38.028936351152396,5,86.6,105.8,0
BBB,2014J,692826,1.0,1.0,1.0,0.0,1,0.0,24.0,0
BBB,2014J,692827,62.6,81.0,1.0,34.500724630071176,5,78.0,104.2,0
BBB,2014J,692897,1.0,1.0,1.0,0.0,1,0.0,17.0,0
BBB,2014J,692907,49.4,68.0,1.0,27.9069883720906,5,60.5,105.8,0
BBB,2014J,692908,58.2,85.0,1.0,32.90440699967103,5,74.05,103.4,0
BBB,2014J,692918,65.2,90.0,1.0,36.64287106655263,5,80.5,106.4,0
BBB,2014J,692920,54.2,75.0,1.0,30.703420004944075,5,64.5,106.6,0
BBB,2014J,692936,66.0,100.0,45.0,20.43281674170255,5,55.75,107.8,0
BBB,2014J,692943,51.2,85.0,1.0,31.499206339207976,5,58.25,106.4,0
BBB,2014J,693091,76.6,100.0,66.0,13.483323032546537,5,70.4,106.6,0
BBB,2014J,693098,73.6,100.0,60.0,16.652327164693826,5,69.35,108.0,0
BBB,2014J,693213,87.0,100.0,70.0,11.916375287812984,5,82.0,109.0,0
BBB,2014J,693230,54.8,100.0,30.0,26.929537686339884,5,42.9,99.6,0
BBB,2014J,693297,76.0,100.0,58.0,21.633307652783937,3,19.8,60.333333333333336,0
BBB,2014J,693380,97.4,100.0,95.0,2.4083189157584584,5,97.30000000000001,104.6,0
BBB,2014J,693514,65.8,100.0,54.0,19.21457779916072,5,56.8,104.8,0
BBB,2014J,693635,54.4,76.0,1.0,30.972568508278417,5,64.75,106.0,0
BBB,2014J,693682,59.6,80.0,1.0,32.97423236407483,5,73.45,105.8,0
BBB,2014J,693692,29.5,58.0,1.0,40.30508652763321,2,5.8,33.0,0
BBB,2014J,693752,60.6,83.0,0.0,34.26076473168688,5,77.55,105.2,0
BBB,2014J,693793,50.4,100.0,20.0,30.01333037168651,5,40.4,103.0,0
BBB,2014J,693871,56.0,62.0,50.0,8.48528137423857,3,16.2,67.66666666666667,0
BBB,2014J,693899,36.333333333333336,68.0,1.0,33.6501609703926,3,14.8,56.666666666666664,0
BBB,2014J,694078,75.4,100.0,58.0,16.36459593146131,5,70.15,106.4,0
BBB,2014J,694155,66.6,100.0,55.0,18.822858443923973,5,59.05,107.2,0
BBB,2014J,694190,76.6,100.0,69.0,13.221195104830725,5,70.05,112.4,0
BBB,2014J,694338,57.2,78.0,1.0,32.3681942653587,5,69.3,100.0,0
BBB,2014J,694339,1.0,1.0,1.0,0.0,1,0.0,16.0,0
BBB,2014J,694341,48.4,80.0,1.0,28.98792852205897,5,62.35,107.6,0
BBB,2014J,694342,58.2,85.0,1.0,33.03331651530013,5,69.0,104.0,0
BBB,2014J,694349,61.4,100.0,48.0,21.766947420343534,5,52.2,107.2,0
BBB,2014J,694380,1.0,1.0,1.0,0.0,1,0.0,17.0,0
BBB,2014J,694404,100.0,100.0,100.0,0.0,1,0.0,18.0,0
BBB,2014J,694473,58.8,83.0,1.0,33.640749099863996,5,74.75,106.2,0
BBB,2014J,694476,42.333333333333336,82.0,1.0,40.525712002793156,3,17.0,60.333333333333336,0
BBB,2014J,694490,70.0,88.0,1.0,38.58108344772085,5,87.5,102.4,0
BBB,2014J,694526,59.6,77.0,1.0,32.80701144572605,5,74.85,107.2,0
BBB,2014J,694554,79.0,100.0,58.0,29.698484809834994,2,5.8,13.0,0
BBB,2014J,694561,65.0,100.0,48.0,20.663978319771825,5,56.75,108.8,0
BBB,2014J,694576,61.2,85.0,1.0,34.04702630186666,5,74.55,101.4,0
BBB,2014J,694616,47.666666666666664,72.0,1.0,40.42688874169435,3,21.4,47.666666666666664,0
BBB,2014J,694706,81.0,100.0,69.0,12.767145334803704,5,74.9,106.4,0
BBB,2014J,694792,81.0,100.0,73.0,11.000000000000002,5,75.65,102.6,0
BBB,2014J,694823,50.2,70.0,1.0,28.278967449325304,5,65.2,106.2,0
BBB,2014J,694857,29.5,58.0,1.0,40.30508652763321,2,5.8,38.5,0
BBB,2014J,694974,76.0,100.0,63.0,20.808652046684813,3,19.3,60.333333333333336,0
BBB,2014J,694981,66.2,100.0,51.0,20.104725812604357,5,56.05,105.4,0
BBB,2014J,694983,51.6,70.0,1.0,28.667054260945612,5,65.95,106.8,0
BBB,2014J,695001,67.4,100.0,54.0,19.12589867169645,5,57.85,104.2,0
BBB,2014J,695014,69.6,100.0,58.0,17.501428513124292,5,60.85,104.8,0
BBB,2014J,695021,76.0,100.0,55.0,16.355427233796124,5,73.0,105.6,0
BBB,2014J,695027,74.2,100.0,48.0,18.873261509341727,5,68.9,110.0,0
BBB,2014J,695031,76.6,100.0,63.0,13.974977638622537,5,70.85,106.4,0
BBB,2014J,695044,63.8,100.0,41.0,21.93627133311402,5,56.0,109.8,0
BBB,2014J,695047,83.8,100.0,70.0,10.73312629199899,5,78.1,109.2,0
BBB,2014J,695049,70.2,100.0,54.0,17.469974241537965,5,62.75,110.0,0
BBB,2014J,695054,75.6,100.0,61.0,16.68232597691341,5,72.75,103.4,0
BBB,2014J,695070,67.0,100.0,48.0,22.29349680960795,5,54.45,104.2,0
BBB,2014J,695075,78.8,100.0,72.0,11.94571052721436,5,73.35,106.2,0
BBB,2014J,695084,76.0,100.0,69.0,13.472193585307481,5,69.5,104.2,0
BBB,2014J,695144,60.2,100.0,42.0,22.829805080201627,5,48.5,106.4,0
BBB,2014J,695148,57.0,100.0,32.0,25.53429066960741,5,46.2,105.2,0
BBB,2014J,695186,1.0,1.0,1.0,0.0,1,0.0,19.0,0
BBB,2014J,695205,76.6,100.0,65.0,14.536161804272817,5,72.80000000000001,108.0,0
BBB,2014J,695235,74.0,100.0,65.0,14.696938456699069,5,67.6,104.8,0
BBB,2014J,695247,77.4,100.0,69.0,13.164345787011218,5,72.55,106.8,0
BBB,2014J,695256,79.0,100.0,70.0,12.44989959798873,5,72.75,107.4,0
BBB,2014J,695259,66.6,100.0,52.0,19.33390803743516,5,59.5,106.4,0
BBB,2014J,695278,73.4,100.0,55.0,16.890825912311097,5,68.15,100.8,0
BBB,2014J,695298,40.666666666666664,67.0,1.0,34.961884007206095,3,18.8,56.0,0
BBB,2014J,695405,47.666666666666664,71.0,1.0,40.414518843273804,3,21.299999999999997,46.666666666666664,0
BBB,2014J,695434,51.4,67.0,1.0,28.289574051229547,5,63.849999999999994,106.6,0
BBB,2014J,695461,62.0,100.0,36.0,33.645207682521445,3,12.2,60.666666666666664,0
BBB,2014J,695475,85.2,100.0,75.0,9.54986910905066,5,80.5,106.4,0
BBB,2014J,695484,66.0,100.0,50.0,20.11218536111877,5,58.2,108.0,0
BBB,2014J,695510,62.4,100.0,42.0,23.158151912447593,5,56.65,105.4,0
BBB,2014J,695516,33.5,66.0,1.0,45.96194077712559,2,6.6,35.0,0
BBB,2014J,695528,74.0,100.0,48.0,36.76955262170047,2,4.8,38.5,0
BBB,2014J,695535,75.4,100.0,51.0,17.910890541790486,5,69.8,109.2,0
BBB,2014J,695613,45.2,65.0,1.0,25.341665296503308,5,53.95,103.8,0
BBB,2014J,695631,77.2,100.0,68.0,12.93058390019569,5,71.89999999999999,106.0,0
BBB,2014J,695654,80.0,85.0,75.0,5.77350269189626,4,82.0,131.25,0
BBB,2014J,695941,100.0,100.0,100.0,0.0,1,0.0,10.0,0
BBB,2014J,695972,78.2,100.0,60.0,15.122830422906947,5,69.95,107.0,0
BBB,2014J,695981,100.0,100.0,100.0,0.0,1,0.0,24.0,0
BBB,2014J,696007,80.8,100.0,65.0,13.809417076763236,5,74.9,105.8,0
BBB,2014J,696152,74.0,100.0,58.0,16.792855623746664,5,65.0,107.2,0
BBB,2014J,696203,54.0,100.0,35.0,26.542418879973997,5,39.75,108.2,0
BBB,2014J,696301,41.4,62.0,1.0,23.901882771028728,5,50.15,104.2,0
BBB,2014J,696316,43.666666666666664,67.0,1.0,37.00450423034111,3,19.3,54.333333333333336,0
BBB,2014J,696348,69.5,100.0,39.0,43.1335136523794,2,3.9,23.5,0
BBB,2014J,696440,78.2,100.0,70.0,12.497999839974396,5,71.7,105.6,0
BBB,2014J,696595,1.0,1.0,1.0,0.0,1,0.0,19.0,0
BBB,2014J,696616,77.6,100.0,60.0,16.14930339054908,5,75.6,108.4,0
BBB,2014J,696684,71.2,100.0,58.0,16.52876280911551,5,65.2,106.0,0
BBB,2014J,696692,80.0,100.0,60.0,28.284271247461902,2,6.0,25.5,0
BBB,2014J,696716,1.0,1.0,1.0,0.0,1,0.0,19.0,0
BBB,2014J,696724,39.8,59.0,1.0,23.679104712805337,5,50.45,107.0,0
BBB,2014J,696799,42.0,50.0,34.0,11.313708498984761,2,11.8,81.5,0
BBB,2014J,696803,79.33333333333333,100.0,56.0,22.12088003071608,3,22.0,56.666666666666664,0
BBB,2014J,696804,80.4,100.0,65.0,13.722244714331543,5,78.45,105.8,0
BBB,2014J,696844,68.4,100.0,29.0,26.912822222873615,5,59.1,104.8,0
BBB,2014J,696850,64.8,88.0,1.0,36.20359098211115,5,83.35,101.8,0
BBB,2014J,696890,100.0,100.0,100.0,0.0,1,0.0,19.0,0
BBB,2014J,697119,100.0,100.0,100.0,0.0,1,0.0,16.0,0
BBB,2014J,697136,100.0,100.0,100.0,0.0,1,0.0,8.0,0
BBB,2014J,697345,28.666666666666668,45.0,1.0,24.090108620206205,3,12.5,61.666666666666664,0
BBB,2014J,697417,72.6,100.0,50.0,17.910890541790486,5,67.05,106.8,0
BBB,2014J,697428,77.75,100.0,66.0,15.283433296656003,4,44.6,92.25,0
BBB,2014J,697525,87.5,100.0,75.0,17.67766952966369,2,7.5,29.0,0
BBB,2014J,697542,79.0,100.0,58.0,29.698484809834994,2,5.8,31.0,0
BBB,2014J,697561,40.6,60.0,1.0,23.082460874005612,5,48.5,105.0,0
BBB,2014J,697562,89.4,100.0,84.0,6.3874877690685254,5,86.85,102.2,0
BBB,2014J,697574,68.2,100.0,49.0,19.25357109733153,5,59.75,106.6,0
BBB,2014J,697578,59.8,83.0,1.0,33.67046183229449,5,73.05,106.4,0
BBB,2014J,697649,76.6,100.0,64.0,13.70401401050072,5,72.25,103.2,0
BBB,2014J,697653,67.5,100.0,50.0,22.546248764114473,4,35.75,82.0,0
BBB,2014J,697754,63.8,86.0,1.0,35.372305551094634,5,77.8,106.4,0
BBB,2014J,697857,42.6,55.0,1.0,23.351659469939175,5,52.65,98.4,0
BBB,2014J,697893,1.0,1.0,1.0,0.0,1,0.0,16.0,0
BBB,2014J,697909,34.5,68.0,1.0,47.37615433949868,2,6.8,35.0,0
BBB,2014J,697912,100.0,100.0,100.0,0.0,1,0.0,19.0,0
BBB,2014J,697959,69.8,100.0,61.0,16.917446615846018,5,62.5,103.2,0
BBB,2014J,697960,54.4,76.0,1.0,30.435177016077958,5,67.2,111.4,0
BBB,2014J,697964,67.4,88.0,1.0,37.56727299126195,5,84.75,106.4,0
BBB,2014J,698010,54.25,85.0,1.0,36.782015532956684,4,44.0,81.0,0
BBB,2014J,698170,69.6,95.0,1.0,38.74661275518158,5,87.25,105.4,0
BBB,2014J,698180,58.0,90.0,1.0,33.8452360015409,5,75.05,106.2,0
BBB,2014J,698198,77.66666666666667,100.0,64.0,19.5021366350801,3,19.700000000000003,64.0,0
BBB,2014J,698199,71.2,100.0,50.0,18.253766734567414,5,66.1,106.2,0
BBB,2014J,698200,34.5,68.0,1.0,47.37615433949868,2,6.8,38.5,0
BBB,2014J,698201,77.2,100.0,64.0,13.971399357258383,5,73.5,108.6,0
BBB,2014J,698203,70.6,100.0,61.0,16.68232597691341,5,62.400000000000006,106.4,0
BBB,2014J,698204,80.4,100.0,67.0,12.177848742696716,5,75.65,105.2,0
BBB,2014J,698205,92.5,100.0,85.0,10.606601717798213,2,8.5,36.0,0
BBB,2014J,698206,39.8,58.0,1.0,23.424346308915432,5,51.85,108.2,0
BBB,2014J,698207,83.4,100.0,62.0,13.63084736911099,5,82.85,104.6,0
BBB,2014J,698208,52.25,100.0,7.0,38.00328933131973,4,17.85,78.5,0
BBB,2014J,698256,56.2,75.0,1.0,31.260198335903116,5,69.5,104.2,0
BBB,2014J,698345,53.8,75.0,1.0,30.670833050310193,5,68.35,105.6,0
BBB,2014J,698357,56.333333333333336,85.0,1.0,47.93050524804984,3,25.1,59.333333333333336,0
BBB,2014J,698362,69.8,94.0,1.0,38.8934441776503,5,86.6,104.4,0
BBB,2014J,698369,83.0,100.0,66.0,12.806248474865697,5,81.0,108.4,0
BBB,2014J,698420,90.0,100.0,83.0,6.284902544988266,5,86.5,105.6,0
BBB,2014J,698432,27.666666666666668,42.0,1.0,23.115651263447745,3,12.4,58.333333333333336,0
BBB,2014J,698463,87.4,100.0,75.0,8.848728722251574,5,84.95,107.6,0
BBB,2014J,698471,90.4,100.0,70.0,11.844830095868828,5,89.7,101.0,0
BBB,2014J,698494,77.0,100.0,58.0,17.776388834631177,5,69.75,108.4,0
BBB,2014J,698507,58.6,85.0,1.0,33.66452138379514,5,76.9,106.2,0
BBB,2014J,698509,77.4,100.0,62.0,14.275853739794337,5,73.7,103.6,0
BBB,2014J,699007,84.8,100.0,76.0,9.148770409186143,5,81.95,102.4,0
BBB,2014J,699153,66.8,100.0,54.0,18.833480825381166,5,57.85,117.0,0
BBB,2014J,699435,80.8,100.0,68.0,13.292855223765887,5,73.95,104.2,0
BBB,2014J,699436,87.2,100.0,68.0,11.819475453673906,5,86.8,106.2,0
BBB,2014J,699437,87.4,100.0,67.0,12.381437719424994,5,81.2,105.2,0
BBB,2014J,699488,86.6,100.0,75.0,9.235799911215054,5,82.85,96.8,0
BBB,2014J,699498,47.6,65.0,1.0,26.698314553544385,5,61.4,104.0,0
BBB,2014J,699503,59.6,100.0,46.0,22.722235805483578,5,49.55,108.6,0
BBB,2014J,699651,89.6,100.0,84.0,6.228964600958975,5,86.3,104.2,0
BBB,2014J,699656,67.0,87.0,1.0,37.1685350800916,5,84.5,106.2,0
BBB,2014J,700079,93.8,100.0,90.0,4.147288270665544,5,93.15,104.6,0
BBB,2014J,700086,39.2,60.0,1.0,22.598672527385318,5,46.75,106.8,0
BBB,2014J,700441,81.8,100.0,68.0,12.5777581468241,5,76.1,106.0,0
BBB,2014J,700458,100.0,100.0,100.0,0.0,1,0.0,18.0,0
BBB,2014J,700815,79.5,100.0,68.0,14.059397805975426,4,46.3,83.0,0
BBB,2014J,700820,61.8,90.0,1.0,35.35109616405126,5,74.05,99.8,0
BBB,2014J,1118432,71.6,95.0,1.0,39.95997997997497,5,89.2,98.8,0
BBB,2014J,1419671,1.0,1.0,1.0,0.0,1,0.0,8.0,0
BBB,2014J,1432518,94.0,100.0,85.0,7.937253933193772,3,26.7,72.66666666666667,0
BBB,2014J,1453140,58.0,100.0,30.0,37.04051835490427,3,11.8,62.0,0
BBB,2014J,1486048,51.333333333333336,85.0,1.0,44.41095960833692,3,22.1,44.666666666666664,0
BBB,2014J,1526770,88.8,100.0,85.0,6.300793600809346,5,86.1,99.2,0
BBB,2014J,1533277,50.4,85.0,1.0,34.18040374249549,5,59.4,104.2,0
BBB,2014J,1536122,81.8,100.0,70.0,12.214745187681975,5,75.1,109.6,0
BBB,2014J,1536591,1.0,1.0,1.0,0.0,1,0.0,19.0,0
BBB,2014J,1547646,77.4,100.0,65.0,13.612494260788505,5,71.95,106.8,0
BBB,2014J,1560989,66.4,100.0,42.0,21.709444949145983,5,54.099999999999994,106.8,0
BBB,2014J,1563696,75.6,100.0,57.0,15.852444606432158,5,72.85,106.6,0
BBB,2014J,1564706,62.0,90.0,1.0,34.935655139126844,5,79.6,105.4,0
BBB,2014J,1585768,50.666666666666664,76.0,1.0,43.015501081974314,3,22.7,60.0,0
BBB,2014J,1623795,58.6,80.0,1.0,32.8831263720468,5,74.15,106.4,0
BBB,2014J,1656979,75.2,100.0,1.0,41.68572897287512,5,92.75,102.4,0
BBB,2014J,1664280,88.2,100.0,85.0,6.610597552415364,5,85.35,105.0,0
BBB,2014J,1723749,61.25,100.0,45.0,26.259918760981222,5,37.0,158.6,0
BBB,2014J,1732956,59.4,86.0,1.0,33.560393323082494,5,76.1,105.0,0
BBB,2014J,1733023,82.8,100.0,73.0,11.122050170719424,5,76.15,106.0,0
BBB,2014J,1752834,76.8,100.0,64.0,13.845576911057192,5,72.15,107.0,0
BBB,2014J,1757561,82.66666666666667,100.0,72.0,15.143755588800731,3,22.0,53.0,0
BBB,2014J,1784816,67.6,100.0,47.0,20.255863348670182,5,55.9,105.0,0
BBB,2014J,1813493,49.75,70.0,1.0,32.78592177546129,4,41.6,75.75,0
BBB,2014J,1832218,61.0,84.0,1.0,33.98529093593285,5,74.3,104.6,0
BBB,2014J,1835389,57.4,78.0,1.0,31.769482211707512,5,71.4,104.2,0
BBB,2014J,1843123,80.6,100.0,60.0,16.00937225502612,5,78.8,103.6,0
BBB,2014J,1874935,62.2,95.0,1.0,35.90543134401813,5,81.0,107.4,0
BBB,2014J,1891028,36.5,72.0,1.0,50.204581464244875,2,7.2,38.0,0
BBB,2014J,1903095,64.0,83.0,1.0,35.27747156472527,5,79.7,103.0,0
BBB,2014J,1926542,59.2,82.0,1.0,33.02574753128232,5,74.85,103.0,0
BBB,2014J,1928536,48.25,100.0,0.0,40.97458561921849,4,13.6,81.75,0
BBB,2014J,1937822,85.6,100.0,69.0,11.238327277669038,5,81.95,100.6,0
BBB,2014J,1972832,58.8,88.0,1.0,33.43202057907957,5,70.35,109.2,0
BBB,2014J,1989014,66.4,100.0,48.0,20.659138413786767,5,61.400000000000006,98.4,0
BBB,2014J,1993672,100.0,100.0,100.0,0.0,1,0.0,19.0,0
BBB,2014J,2009239,84.0,100.0,74.0,9.695359714832657,5,81.19999999999999,104.8,0
BBB,2014J,2035574,79.2,100.0,60.0,15.53061492665374,5,71.1,104.0,0
BBB,2014J,2045569,1.0,1.0,1.0,0.0,1,0.0,13.0,0
BBB,2014J,2049740,24.5,48.0,1.0,33.23401871576773,2,4.8,30.0,0
BBB,2014J,2091096,66.0,100.0,55.0,19.493588689617926,5,58.5,105.0,0
BBB,2014J,2091193,69.8,100.0,55.0,17.8801565988668,5,59.85,110.4,0
BBB,2014J,2103305,72.5,100.0,45.0,38.890872965260115,2,4.5,36.5,0
BBB,2014J,2115250,67.8,93.0,1.0,37.95655411124672,5,82.15,103.2,0
BBB,2014J,2149487,77.2,100.0,69.0,12.949903474543738,5,71.6,104.8,0
BBB,2014J,2172163,83.8,100.0,71.0,11.49782588144385,5,76.85,106.8,0
BBB,2014J,2177423,100.0,100.0,100.0,0.0,1,0.0,15.0,0
BBB,2014J,2187308,45.0,69.0,1.0,26.334388164527386,5,53.5,98.8,0
BBB,2014J,2192113,1.0,1.0,1.0,0.0,1,0.0,20.0,0
BBB,2014J,2207474,82.4,100.0,72.0,10.597169433391164,5,79.65,104.2,0
BBB,2014J,2213814,39.5,78.0,1.0,54.44722215136416,2,7.8,47.5,0
BBB,2014J,2216682,74.2,100.0,63.0,14.77159436215333,5,66.65,103.6,0
BBB,2014J,2216778,61.6,85.0,1.0,34.695821074014084,5,79.9,104.2,0
BBB,2014J,2227568,55.8,80.0,1.0,31.72853605195172,5,72.85,107.6,0
BBB,2014J,2228010,63.0,84.0,1.0,34.9857113690718,5,76.6,106.0,0
BBB,2014J,2228601,82.8,100.0,73.0,10.545141061171252,5,78.8,105.0,0
BBB,2014J,2229783,75.75,100.0,65.0,16.296727687892844,4,60.55,123.75,0
BBB,2014J,2232976,77.33333333333333,90.0,64.0,13.012814197295421,3,20.6,61.333333333333336,0
BBB,2014J,2237567,86.2,100.0,72.0,10.871982339941509,5,81.5,106.4,0
BBB,2014J,2242067,86.2,100.0,77.0,9.549869109050658,5,84.3,104.8,0
BBB,2014J,2248243,61.8,90.0,1.0,34.81666267751692,5,74.5,96.0,0
BBB,2014J,2251500,36.0,54.0,1.0,20.334699407662754,5,46.4,100.6,0
BBB,2014J,2264569,1.0,1.0,1.0,0.0,1,0.0,19.0,0
BBB,2014J,2269561,35.25,65.0,1.0,29.89286425442255,4,24.5,76.25,0
BBB,2014J,2276854,1.0,1.0,1.0,0.0,1,0.0,-1.0,0
